prod_name,prc_before_dsc,prc_after_dsc,dsc_percentage,prod_review
Glysolid Soft Hand Cream – 100ml,89.0,62.0,30.0,4.3
Carina Cookies Brief Panty - Everyday Comfort for Women,,122.0,,
Defacto Regular Fit Cotton Bermuda Shorts for Men,,573.0,,
Divatoll Disinfectant Liquid Cleaner Spray – Lavender Scent – 700ml,146.0,85.0,42.0,4.4
Defacto Girl Slim Fit Batic Mayo,599.0,424.0,29.0,5.0
Desert Men's Fashion Leather Flat Sneakers With Bold Side Color Design,589.0,249.0,58.0,3.6
Defacto Oversize Fit Crew Neck Short Sleeve T-Shirt,,598.0,,
Aqua Touch Clean Air Freshener - 460 ml,75.0,46.0,39.0,4.4
Btc 31.1g Silver Islamic Bangle - Rejoice in Blessings,,5.0,,
Eva Eva Skin Care Natural Glow Lightening Roll On Deodorant Velvet Touch 60 Gm,118.0,93.0,21.0,4.3
Avuva Cherry Blossom Body Scrub – 200gm,257.0,164.0,36.0,4.1
Winkies Printed Sets Singlet & Half Shorts (Small Print) Pack Of 2,405.0,324.0,20.0,4.8
Trendyol Blue Stone Oversize Shirt - TWOAW25GO00072,2.0,618.0,75.0,5.0
Aloe Eva Strengthening Hair Oil with Aloe Vera - 170ml,83.0,59.0,29.0,4.1
Defacto Boxy Fit Printed Long Sleeve Sweatshirt,999.0,721.0,28.0,5.0
ADIDAS ADIDAS Essentials Small Logo Single Jersey T-Shirt,2.0,979.0,62.0,5.0
Testa Toro X13 Luxury Shoe - Premium Crafted Leather Footwear,608.0,519.0,15.0,3.6
Defacto Tie Waist Shorts,699.0,458.0,34.0,5.0
Solina Hand 500 ml Calm Liquid Soap - Gentle Cleanliness for Every Day,78.0,49.0,37.0,4.0
Cybele Mono Smooth N'Wear Eye Shadow No. 108 Copper,170.0,112.0,34.0,5.0
Decathlon Kids’ hiking fleece jacket - 2-6 years - MH100 - Half Zip - Blue,579.0,329.0,43.0,5.0
Molfix Baby Diaper Midi - Size 3 - 32 Pcs,316.0,199.0,37.0,4.1
Rivoli White Hand Wash - 450 ml,99.0,54.0,45.0,4.3
Defacto Girl Cotton 2 Piece Set,699.0,458.0,34.0,5.0
Defacto cto Man Slim Fit Polo Neck Woven Top Long Sleeve Shirt,2.0,747.0,70.0,5.0
Zik Multipurpose Freshner - Raspberry - 1KG,95.0,59.0,38.0,3.7
Moroccan Gold Moroccan Fiber Loofah - 1 Pcs,240.0,190.0,21.0,4.4
Rivoli Shower Gel - Black ORCHID & SANDAL WOOD - 1 L,163.0,112.0,31.0,4.4
Starville Femme Intimate Cleansing Foam Refresh 150 ml,230.0,155.0,33.0,3.0
Defacto New Regular Fit Crew Neck Basic Short Sleeve T-Shirt,399.0,293.0,27.0,4.5
ADIDAS Duramo SL 2 Running Shoes  JI3009,,3.0,,
"Kids Sofico Sofiko Conditioner with Pro-Vitamin, Shea, and Vitamin E - 300ml",165.0,105.0,36.0,4.7
Cybele Rouge Liquid - No. 4 Candy Rose,265.0,189.0,29.0,3.6
Luna Nail Polish Lacquer Luna 10 Ml - No. 636,80.0,39.0,51.0,4.3
Decathlon Women's Flip-Flops 120 - Multicolour,,579.0,,
Carina Microfiber Wireless Bra - Off White,195.0,136.0,30.0,3.7
American Eagle Everyday Oxford Button-Up Shirt,,2.0,,
Cybele Rich Cream Lip Stick - No. 132 Rose,210.0,149.0,29.0,4.0
Defacto Wide Leg Trousers,1.0,749.0,42.0,4.0
ADIDAS Essentials Hoodie Kids-JE1389,,1.0,,
ADIDAS IDAS IG6412 Copa Pure 2 Club Flexible Ground Boots Kids - White,2.0,1.0,54.0,4.5
Trendyol Black Oversize/Creature Woven Shirt - TWOAW24GO00017,2.0,582.0,75.0,5.0
Infinity Infinity Moroccan Argan Oil Hair Shampoo 300 ml,320.0,233.0,27.0,4.4
Decathlon Microfibre Towel Size L 80 X 130 Cm,819.0,559.0,32.0,1.0
"NIVEA Eye Waterproof Makeup Remover, Natural Glow Pearl Extracts & Vitamin C, 125ml",300.0,254.0,15.0,4.5
Defacto Girl Cotton Sleeveless Crop Shirt,999.0,719.0,28.0,4.0
Defacto cto Girls Regular Fit Sleeveless Homewear Knitted Pyjamas,799.0,778.0,33.0,4.8
Testa Toro X13 Luxury Shoe - Crafted with Formula Leather and Double-faced Tanned Leather,608.0,519.0,15.0,4.1
Maxell Floor Cleaner - Grapefruit Scent - 1Liter,101.0,58.0,43.0,3.9
Defacto Relax Fit Regular Hem Denim Trousers,,1.0,,
Defacto Pique NBA New York Knicks Licensed Dress,,716.0,,
Nike Max Sc Footwear Shoes - White/Univ Red-Obsidian,11.0,5.0,55.0,4.1
Eva Skin Care Hand Scrub Tropical 50 Ml,83.0,59.0,29.0,3.7
"L'Oreal Paris eal Paris Lumi Le Liquid Blush Glowy, Warm Peach 627 with a Fresh Shimmer Colour Shine, 10 ml",640.0,479.0,25.0,4.6
Defacto Slim Fit Super Skinny Hem Chino Pants,,849.0,,
ADIDAS IDAS Essentials Training 3-Stripes Woven Shorts Training Shorts - Blue,,1.0,,
Samsung Galaxy A26 Dual SIM 5G 256GB/8GB Mobile Phone – Peach Pink,19.0,18.0,9.0,4.1
Infinity 100% Pure Watercress Oil - 125 ml,290.0,214.0,26.0,4.7
Trendyol Pink Spanish Sleeve Woven Shirt - Stylish Women's Top,2.0,566.0,75.0,3.0
"American Eagle AE Flex 12"" Lived-In Cargo Short",3.0,2.0,39.0,5.0
Cybele Gel Lip Liner - No. 04 Dusty Rose,265.0,164.0,38.0,5.0
Defacto cto Woman Comfort Straight Denim Trousers,2.0,2.0,31.0,5.0
Infinity Retinol B3 Serum 30 ml,540.0,331.0,39.0,4.1
Eva Care Eva Skin Care Senses Body Splash Gold Spell 240 Ml,259.0,183.0,29.0,4.3
ADIDAS Breaknet 3.0 Shoes,4.0,2.0,47.0,4.3
Rapido Green Liquid Engine Coolant - 1L,61.0,39.0,36.0,4.0
ADIDAS adidas Smiley Backpack Kids,2.0,1.0,42.0,1.0
